record_index	seqid	official_start_1based	official_end_1based	length	raw_chars
195	NW_004443623.1	220616	220715	100	N
195	NW_004443623.1	223778	223877	100	N
195	NW_004443623.1	225261	225360	100	N
195	NW_004443623.1	331254	331353	100	N
195	NW_004443623.1	358067	358166	100	N
195	NW_004443623.1	379954	380053	100	N
195	NW_004443623.1	384470	384569	100	N
195	NW_004443623.1	387470	387569	100	N
195	NW_004443623.1	391379	391478	100	N
195	NW_004443623.1	393520	393619	100	N
195	NW_004443623.1	397250	397349	100	N
201	NW_004443619.1	2414	2513	100	N
201	NW_004443619.1	9561	9660	100	N
201	NW_004443619.1	13414	13513	100	N
201	NW_004443619.1	16821	16920	100	N
201	NW_004443619.1	19544	19643	100	N
201	NW_004443619.1	23753	23852	100	N
205	NW_004443820.1	9136	9235	100	N
207	NW_004443615.1	4566	4665	100	N
207	NW_004443615.1	145831	145930	100	N
207	NW_004443615.1	157683	157782	100	N
207	NW_004443615.1	182211	182310	100	N
207	NW_004443615.1	210000	210099	100	N
207	NW_004443615.1	226603	226702	100	N
207	NW_004443615.1	231095	231194	100	N
207	NW_004443615.1	233190	233289	100	N
207	NW_004443615.1	235766	235865	100	N
207	NW_004443615.1	320467	320566	100	N
207	NW_004443615.1	420198	420297	100	N
210	NW_004443611.1	6475	6574	100	N
210	NW_004443611.1	9856	9955	100	N
210	NW_004443611.1	12645	12744	100	N
210	NW_004443611.1	15781	15880	100	N
210	NW_004443611.1	26378	26477	100	N
211	NW_004443608.1	2545	2644	100	N
211	NW_004443608.1	11376	11475	100	N
211	NW_004443608.1	14360	14459	100	N
211	NW_004443608.1	16883	16982	100	N
211	NW_004443608.1	19163	19262	100	N
211	NW_004443608.1	21173	21272	100	N
211	NW_004443608.1	28393	28492	100	N
211	NW_004443608.1	31014	31113	100	N
211	NW_004443608.1	38271	38370	100	N
211	NW_004443608.1	44750	44849	100	N
211	NW_004443608.1	70850	70949	100	N
227	NW_004443807.1	1331	1430	100	N
233	NW_004443593.1	3416	3515	100	N
233	NW_004443593.1	72033	72132	100	N
233	NW_004443593.1	86284	86383	100	N
233	NW_004443593.1	99566	99665	100	N
233	NW_004443593.1	102669	102768	100	N
233	NW_004443593.1	104466	104565	100	N
233	NW_004443593.1	107536	107635	100	N
233	NW_004443593.1	109796	109895	100	N
233	NW_004443593.1	136886	136985	100	N
233	NW_004443593.1	138153	138252	100	N
233	NW_004443593.1	139543	139642	100	N
233	NW_004443593.1	142540	142639	100	N
234	NW_004443591.1	2362	2461	100	N
239	NW_004443585.1	3974	4073	100	N
239	NW_004443585.1	8709	8808	100	N
239	NW_004443585.1	17202	17301	100	N
239	NW_004443585.1	30119	30218	100	N
239	NW_004443585.1	39646	39745	100	N
239	NW_004443585.1	41257	41356	100	N
241	NW_004443580.1	2137	2236	100	N
241	NW_004443580.1	21909	22008	100	N
241	NW_004443580.1	24985	25084	100	N
241	NW_004443580.1	30924	31023	100	N
241	NW_004443580.1	40727	40826	100	N
241	NW_004443580.1	43613	43712	100	N
243	NW_004443578.1	33075	33174	100	N
243	NW_004443578.1	52271	52370	100	N
243	NW_004443578.1	125770	125869	100	N
243	NW_004443578.1	152599	152698	100	N
243	NW_004443578.1	158455	158554	100	N
243	NW_004443578.1	168527	168626	100	N
244	NW_004443576.1	10594	10693	100	N
244	NW_004443576.1	13225	13324	100	N
244	NW_004443576.1	32603	32702	100	N
244	NW_004443576.1	37818	37917	100	N
244	NW_004443576.1	40823	40922	100	N
244	NW_004443576.1	57433	57532	100	N
244	NW_004443576.1	61114	61213	100	N
244	NW_004443576.1	65784	65883	100	N
246	NW_004443573.1	1983	2082	100	N
246	NW_004443573.1	4700	4799	100	N
246	NW_004443573.1	9207	9306	100	N
246	NW_004443573.1	14195	14294	100	N
246	NW_004443573.1	16285	16384	100	N
246	NW_004443573.1	17215	17314	100	N
246	NW_004443573.1	21092	21191	100	N
246	NW_004443573.1	22430	22529	100	N
246	NW_004443573.1	25594	25693	100	N
246	NW_004443573.1	26897	26996	100	N
246	NW_004443573.1	27821	27920	100	N
246	NW_004443573.1	41398	41497	100	N
246	NW_004443573.1	46173	46272	100	N
247	NW_004443571.1	2140	2239	100	N
247	NW_004443571.1	4802	4901	100	N
247	NW_004443571.1	8018	8117	100	N
247	NW_004443571.1	13723	13822	100	N
247	NW_004443571.1	15765	15864	100	N
247	NW_004443571.1	18721	18820	100	N
247	NW_004443571.1	19922	20021	100	N
248	NW_004443569.1	4649	4748	100	N
248	NW_004443569.1	8902	9001	100	N
248	NW_004443569.1	12339	12438	100	N
248	NW_004443569.1	25690	25789	100	N
248	NW_004443569.1	34554	34653	100	N
248	NW_004443569.1	43320	43419	100	N
248	NW_004443569.1	45878	45977	100	N
248	NW_004443569.1	48010	48109	100	N
248	NW_004443569.1	50360	50459	100	N
248	NW_004443569.1	56929	57028	100	N
248	NW_004443569.1	58498	58597	100	N
248	NW_004443569.1	63141	63240	100	N
248	NW_004443569.1	67036	67135	100	N
248	NW_004443569.1	81719	81818	100	N
248	NW_004443569.1	86101	86200	100	N
248	NW_004443569.1	92224	92323	100	N
248	NW_004443569.1	106276	106375	100	N
248	NW_004443569.1	116140	116239	100	N
248	NW_004443569.1	118333	118432	100	N
248	NW_004443569.1	137525	137624	100	N
248	NW_004443569.1	140610	140709	100	N
248	NW_004443569.1	143284	143383	100	N
248	NW_004443569.1	144943	145042	100	N
248	NW_004443569.1	164428	164527	100	N
248	NW_004443569.1	178585	178684	100	N
253	NW_004443568.1	5713	5812	100	N
253	NW_004443568.1	7034	7133	100	N
253	NW_004443568.1	11586	11685	100	N
253	NW_004443568.1	15440	15539	100	N
254	NW_004443566.1	2664	2763	100	N
254	NW_004443566.1	4497	4596	100	N
254	NW_004443566.1	9076	9175	100	N
254	NW_004443566.1	20903	21002	100	N
254	NW_004443566.1	23018	23117	100	N
254	NW_004443566.1	34685	34784	100	N
255	NW_004443563.1	1868	1967	100	N
255	NW_004443563.1	5558	5657	100	N
255	NW_004443563.1	11942	12041	100	N
255	NW_004443563.1	13166	13265	100	N
255	NW_004443563.1	14506	14605	100	N
255	NW_004443563.1	19632	19731	100	N
255	NW_004443563.1	22792	22891	100	N
255	NW_004443563.1	73686	73785	100	N
255	NW_004443563.1	98430	98529	100	N
255	NW_004443563.1	99804	99903	100	N
255	NW_004443563.1	105493	105592	100	N
255	NW_004443563.1	132372	132471	100	N
255	NW_004443563.1	136152	136251	100	N
255	NW_004443563.1	140052	140151	100	N
255	NW_004443563.1	151106	151205	100	N
255	NW_004443563.1	154255	154354	100	N
255	NW_004443563.1	164824	164923	100	N
255	NW_004443563.1	178151	178250	100	N
255	NW_004443563.1	180803	180902	100	N
255	NW_004443563.1	184361	184460	100	N
257	NW_004443782.1	2107	2206	100	N
258	NW_004443561.1	1506	1605	100	N
258	NW_004443561.1	4285	4384	100	N
258	NW_004443561.1	8532	8631	100	N
258	NW_004443561.1	13664	13763	100	N
262	NW_004443559.1	6632	6731	100	N
265	NW_004443771.1	2641	2740	100	N
265	NW_004443771.1	5608	5707	100	N
265	NW_004443771.1	6764	6863	100	N
266	NW_004443556.1	6947	7046	100	N
266	NW_004443556.1	44705	44804	100	N
266	NW_004443556.1	47083	47182	100	N
266	NW_004443556.1	49963	50062	100	N
266	NW_004443556.1	66025	66124	100	N
266	NW_004443556.1	70550	70649	100	N
266	NW_004443556.1	185553	185652	100	N
266	NW_004443556.1	190683	190782	100	N
266	NW_004443556.1	196840	196939	100	N
266	NW_004443556.1	207319	207418	100	N
266	NW_004443556.1	211084	211183	100	N
266	NW_004443556.1	228737	228836	100	N
266	NW_004443556.1	284665	284764	100	N
266	NW_004443556.1	286479	286578	100	N
266	NW_004443556.1	297186	297285	100	N
266	NW_004443556.1	299807	299906	100	N
266	NW_004443556.1	328906	329005	100	N
266	NW_004443556.1	346054	346153	100	N
266	NW_004443556.1	364553	364652	100	N
270	NW_004443552.1	2208	2307	100	N
270	NW_004443552.1	4540	4639	100	N
270	NW_004443552.1	5699	5798	100	N
270	NW_004443552.1	54113	54212	100	N
270	NW_004443552.1	66890	66989	100	N
270	NW_004443552.1	95040	95139	100	N
270	NW_004443552.1	131477	131576	100	N
270	NW_004443552.1	145005	145104	100	N
270	NW_004443552.1	147129	147228	100	N
270	NW_004443552.1	153724	153823	100	N
270	NW_004443552.1	162374	162473	100	N
270	NW_004443552.1	179881	179980	100	N
270	NW_004443552.1	220730	220829	100	N
270	NW_004443552.1	292464	292563	100	N
272	NW_004443550.1	1261	1360	100	N
272	NW_004443550.1	13081	13180	100	N
272	NW_004443550.1	18564	18663	100	N
272	NW_004443550.1	43714	43813	100	N
272	NW_004443550.1	93103	93202	100	N
272	NW_004443550.1	113517	113616	100	N
272	NW_004443550.1	141379	141478	100	N
272	NW_004443550.1	148363	148462	100	N
272	NW_004443550.1	152746	152845	100	N
272	NW_004443550.1	164178	164277	100	N
272	NW_004443550.1	170150	170249	100	N
272	NW_004443550.1	172993	173092	100	N
272	NW_004443550.1	194861	194960	100	N
272	NW_004443550.1	197697	197796	100	N
272	NW_004443550.1	207420	207519	100	N
272	NW_004443550.1	211860	211959	100	N
272	NW_004443550.1	215041	215140	100	N
272	NW_004443550.1	222373	222472	100	N
273	NW_004443547.1	1443	1542	100	N
273	NW_004443547.1	6645	6744	100	N
273	NW_004443547.1	8743	8842	100	N
273	NW_004443547.1	18202	18301	100	N
273	NW_004443547.1	20691	20790	100	N
273	NW_004443547.1	22505	22604	100	N
273	NW_004443547.1	31580	31679	100	N
273	NW_004443547.1	36488	36587	100	N
273	NW_004443547.1	39558	39657	100	N
273	NW_004443547.1	51897	51996	100	N
273	NW_004443547.1	55781	55880	100	N
273	NW_004443547.1	59792	59891	100	N
273	NW_004443547.1	64151	64250	100	N
273	NW_004443547.1	68345	68444	100	N
273	NW_004443547.1	71105	71204	100	N
273	NW_004443547.1	72437	72536	100	N
273	NW_004443547.1	81127	81226	100	N
273	NW_004443547.1	82299	82398	100	N
273	NW_004443547.1	85093	85192	100	N
273	NW_004443547.1	90854	90953	100	N
273	NW_004443547.1	92505	92604	100	N
273	NW_004443547.1	94114	94213	100	N
273	NW_004443547.1	99637	99736	100	N
273	NW_004443547.1	101472	101571	100	N
273	NW_004443547.1	102602	102701	100	N
273	NW_004443547.1	103849	103948	100	N
273	NW_004443547.1	106649	106748	100	N
274	NW_004443545.1	1998	2097	100	N
274	NW_004443545.1	6114	6213	100	N
274	NW_004443545.1	9898	9997	100	N
274	NW_004443545.1	12494	12593	100	N
274	NW_004443545.1	15072	15171	100	N
274	NW_004443545.1	17202	17301	100	N
274	NW_004443545.1	19340	19439	100	N
274	NW_004443545.1	21433	21532	100	N
274	NW_004443545.1	28169	28268	100	N
274	NW_004443545.1	29767	29866	100	N
276	NW_004443543.1	20773	20872	100	N
276	NW_004443543.1	22635	22734	100	N
276	NW_004443543.1	26841	26940	100	N
276	NW_004443543.1	30201	30300	100	N
276	NW_004443543.1	42057	42156	100	N
276	NW_004443543.1	44923	45022	100	N
276	NW_004443543.1	47678	47777	100	N
276	NW_004443543.1	54847	54946	100	N
276	NW_004443543.1	57464	57563	100	N
277	NW_004443762.1	1507	1606	100	N
277	NW_004443762.1	6225	6324	100	N
277	NW_004443762.1	10834	10933	100	N
277	NW_004443762.1	17112	17211	100	N
277	NW_004443762.1	21091	21190	100	N
279	NW_004443541.1	1366	1465	100	N
281	NW_004443539.1	1198	1297	100	N
286	NW_004443536.1	7720	7819	100	N
286	NW_004443536.1	11295	11394	100	N
286	NW_004443536.1	13101	13200	100	N
286	NW_004443536.1	14696	14795	100	N
286	NW_004443536.1	24036	24135	100	N
286	NW_004443536.1	36422	36521	100	N
286	NW_004443536.1	43952	44051	100	N
286	NW_004443536.1	59285	59384	100	N
286	NW_004443536.1	72517	72616	100	N
286	NW_004443536.1	77625	77724	100	N
286	NW_004443536.1	78469	78568	100	N
286	NW_004443536.1	95273	95372	100	N
286	NW_004443536.1	104257	104356	100	N
286	NW_004443536.1	106423	106522	100	N
286	NW_004443536.1	184938	185037	100	N
286	NW_004443536.1	187730	187829	100	N
286	NW_004443536.1	200627	200726	100	N
286	NW_004443536.1	202955	203054	100	N
286	NW_004443536.1	232070	232169	100	N
286	NW_004443536.1	243109	243208	100	N
286	NW_004443536.1	245361	245460	100	N
286	NW_004443536.1	248165	248264	100	N
286	NW_004443536.1	249903	250002	100	N
286	NW_004443536.1	256951	257050	100	N
286	NW_004443536.1	277939	278038	100	N
286	NW_004443536.1	304836	304935	100	N
286	NW_004443536.1	312540	312639	100	N
286	NW_004443536.1	330770	330869	100	N
286	NW_004443536.1	332551	332650	100	N
286	NW_004443536.1	343947	344046	100	N
286	NW_004443536.1	352346	352445	100	N
286	NW_004443536.1	357883	357982	100	N
286	NW_004443536.1	364517	364616	100	N
286	NW_004443536.1	385598	385697	100	N
286	NW_004443536.1	388330	388429	100	N
288	NW_004443745.1	1379	1478	100	N
288	NW_004443745.1	2686	2785	100	N
288	NW_004443745.1	7092	7191	100	N
300	NW_004443531.1	2677	2776	100	N
300	NW_004443531.1	5466	5565	100	N
300	NW_004443531.1	18125	18224	100	N
300	NW_004443531.1	26192	26291	100	N
300	NW_004443531.1	40167	40266	100	N
300	NW_004443531.1	41462	41561	100	N
300	NW_004443531.1	48610	48709	100	N
300	NW_004443531.1	52405	52504	100	N
300	NW_004443531.1	55713	55812	100	N
300	NW_004443531.1	58043	58142	100	N
308	NW_004443527.1	1530	1629	100	N
309	NW_004443525.1	2031	2130	100	N
315	NW_004443523.1	4589	4688	100	N
315	NW_004443523.1	5661	5760	100	N
315	NW_004443523.1	21181	21280	100	N
315	NW_004443523.1	75768	75867	100	N
315	NW_004443523.1	123070	123169	100	N
315	NW_004443523.1	124785	124884	100	N
315	NW_004443523.1	126355	126454	100	N
321	NW_004443520.1	1302	1401	100	N
321	NW_004443520.1	7616	7715	100	N
321	NW_004443520.1	15007	15106	100	N
321	NW_004443520.1	56277	56376	100	N
321	NW_004443520.1	58305	58404	100	N
321	NW_004443520.1	64555	64654	100	N
321	NW_004443520.1	68650	68749	100	N
321	NW_004443520.1	71589	71688	100	N
321	NW_004443520.1	74864	74963	100	N
321	NW_004443520.1	84087	84186	100	N
321	NW_004443520.1	85256	85355	100	N
321	NW_004443520.1	86469	86568	100	N
321	NW_004443520.1	97851	97950	100	N
321	NW_004443520.1	100655	100754	100	N
321	NW_004443520.1	118652	118751	100	N
321	NW_004443520.1	119909	120008	100	N
322	NW_004443695.1	1467	1566	100	N
325	NW_004443518.1	5035	5134	100	N
325	NW_004443518.1	10115	10214	100	N
325	NW_004443518.1	13180	13279	100	N
325	NW_004443518.1	14649	14748	100	N
325	NW_004443518.1	17139	17238	100	N
325	NW_004443518.1	41394	41493	100	N
325	NW_004443518.1	46943	47042	100	N
325	NW_004443518.1	48316	48415	100	N
325	NW_004443518.1	58920	59019	100	N
325	NW_004443518.1	65395	65494	100	N
325	NW_004443518.1	66335	66434	100	N
325	NW_004443518.1	69340	69439	100	N
325	NW_004443518.1	71149	71248	100	N
325	NW_004443518.1	77062	77161	100	N
325	NW_004443518.1	84676	84775	100	N
325	NW_004443518.1	98329	98428	100	N
325	NW_004443518.1	104684	104783	100	N
325	NW_004443518.1	107363	107462	100	N
325	NW_004443518.1	114479	114578	100	N
325	NW_004443518.1	116331	116430	100	N
325	NW_004443518.1	131936	132035	100	N
325	NW_004443518.1	153752	153851	100	N
325	NW_004443518.1	157234	157333	100	N
325	NW_004443518.1	161483	161582	100	N
325	NW_004443518.1	181881	181980	100	N
325	NW_004443518.1	191552	191651	100	N
325	NW_004443518.1	211717	211816	100	N
325	NW_004443518.1	214483	214582	100	N
325	NW_004443518.1	230837	230936	100	N
325	NW_004443518.1	238801	238900	100	N
325	NW_004443518.1	255263	255362	100	N
325	NW_004443518.1	262612	262711	100	N
325	NW_004443518.1	282411	282510	100	N
325	NW_004443518.1	291941	292040	100	N
325	NW_004443518.1	300043	300142	100	N
325	NW_004443518.1	302572	302671	100	N
325	NW_004443518.1	322367	322466	100	N
325	NW_004443518.1	349089	349188	100	N
325	NW_004443518.1	351067	351166	100	N
326	NW_004443515.1	12305	12404	100	N
326	NW_004443515.1	20385	20484	100	N
326	NW_004443515.1	22018	22117	100	N
326	NW_004443515.1	33298	33397	100	N
326	NW_004443515.1	38514	38613	100	N
326	NW_004443515.1	40120	40219	100	N
326	NW_004443515.1	92827	92926	100	N
326	NW_004443515.1	111214	111313	100	N
329	NW_004443513.1	5259	5358	100	N
329	NW_004443513.1	7676	7775	100	N
330	NW_004443511.1	9547	9646	100	N
330	NW_004443511.1	21397	21496	100	N
330	NW_004443511.1	23502	23601	100	N
330	NW_004443511.1	26213	26312	100	N
330	NW_004443511.1	34883	34982	100	N
330	NW_004443511.1	54590	54689	100	N
330	NW_004443511.1	62633	62732	100	N
330	NW_004443511.1	85994	86093	100	N
330	NW_004443511.1	97106	97205	100	N
330	NW_004443511.1	109439	109538	100	N
330	NW_004443511.1	117249	117348	100	N
330	NW_004443511.1	122694	122793	100	N
330	NW_004443511.1	137582	137681	100	N
330	NW_004443511.1	145014	145113	100	N
330	NW_004443511.1	164454	164553	100	N
330	NW_004443511.1	178995	179094	100	N
330	NW_004443511.1	181921	182020	100	N
330	NW_004443511.1	182879	182978	100	N
331	NW_004443687.1	1222	1321	100	N
333	NW_004443506.1	36114	36213	100	N
333	NW_004443506.1	46122	46221	100	N
333	NW_004443506.1	67499	67598	100	N
333	NW_004443506.1	68902	69001	100	N
333	NW_004443506.1	76277	76376	100	N
333	NW_004443506.1	78038	78137	100	N
333	NW_004443506.1	94872	94971	100	N
333	NW_004443506.1	97967	98066	100	N
333	NW_004443506.1	120016	120115	100	N
333	NW_004443506.1	122153	122252	100	N
333	NW_004443506.1	132106	132205	100	N
333	NW_004443506.1	218818	218917	100	N
333	NW_004443506.1	223945	224044	100	N
333	NW_004443506.1	225647	225746	100	N
333	NW_004443506.1	228925	229024	100	N
335	NW_004443504.1	3685	3784	100	N
335	NW_004443504.1	5748	5847	100	N
335	NW_004443504.1	11301	11400	100	N
335	NW_004443504.1	13822	13921	100	N
338	NW_004440453.1	2663	2762	100	N
338	NW_004440453.1	13532	13631	100	N
338	NW_004440453.1	29830	29929	100	N
338	NW_004440453.1	40476	40575	100	N
338	NW_004440453.1	91394	91493	100	N
338	NW_004440453.1	95506	95605	100	N
338	NW_004440453.1	98564	98663	100	N
338	NW_004440453.1	113069	113168	100	N
338	NW_004440453.1	114128	114227	100	N
338	NW_004440453.1	123610	123709	100	N
338	NW_004440453.1	129063	129162	100	N
338	NW_004440453.1	139505	139604	100	N
338	NW_004440453.1	151772	151871	100	N
338	NW_004440453.1	157438	157537	100	N
338	NW_004440453.1	159008	159107	100	N
342	NW_004440451.1	1304	1403	100	N
342	NW_004440451.1	11775	11874	100	N
342	NW_004440451.1	17113	17212	100	N
342	NW_004440451.1	19246	19345	100	N
342	NW_004440451.1	21723	21822	100	N
342	NW_004440451.1	30570	30669	100	N
342	NW_004440451.1	62006	62105	100	N
342	NW_004440451.1	66892	66991	100	N
342	NW_004440451.1	71305	71404	100	N
342	NW_004440451.1	86546	86645	100	N
342	NW_004440451.1	96324	96423	100	N
342	NW_004440451.1	99271	99370	100	N
343	NW_004443676.1	2776	2875	100	N
344	NW_004440449.1	2639	2738	100	N
344	NW_004440449.1	7457	7556	100	N
344	NW_004440449.1	26398	26497	100	N
344	NW_004440449.1	29065	29164	100	N
344	NW_004440449.1	36838	36937	100	N
344	NW_004440449.1	40440	40539	100	N
344	NW_004440449.1	42249	42348	100	N
344	NW_004440449.1	78181	78280	100	N
344	NW_004440449.1	92083	92182	100	N
344	NW_004440449.1	95931	96030	100	N
344	NW_004440449.1	100921	101020	100	N
344	NW_004440449.1	104125	104224	100	N
344	NW_004440449.1	123436	123535	100	N
344	NW_004440449.1	139245	139344	100	N
344	NW_004440449.1	144298	144397	100	N
344	NW_004440449.1	164995	165094	100	N
346	NW_004443671.1	1408	1507	100	N
349	NW_004440445.1	13790	13889	100	N
349	NW_004440445.1	27921	28020	100	N
349	NW_004440445.1	85989	86088	100	N
349	NW_004440445.1	89255	89354	100	N
349	NW_004440445.1	96076	96175	100	N
349	NW_004440445.1	103324	103423	100	N
349	NW_004440445.1	130398	130497	100	N
349	NW_004440445.1	172908	173007	100	N
349	NW_004440445.1	190276	190375	100	N
349	NW_004440445.1	230426	230525	100	N
349	NW_004440445.1	234757	234856	100	N
349	NW_004440445.1	241209	241308	100	N
349	NW_004440445.1	259903	260002	100	N
349	NW_004440445.1	267598	267697	100	N
349	NW_004440445.1	268974	269073	100	N
349	NW_004440445.1	272205	272304	100	N
349	NW_004440445.1	275009	275108	100	N
349	NW_004440445.1	292547	292646	100	N
349	NW_004440445.1	298546	298645	100	N
349	NW_004440445.1	369051	369150	100	N
349	NW_004440445.1	401685	401784	100	N
349	NW_004440445.1	408987	409086	100	N
349	NW_004440445.1	410439	410538	100	N
349	NW_004440445.1	472975	473074	100	N
349	NW_004440445.1	476707	476806	100	N
349	NW_004440445.1	506876	506975	100	N
349	NW_004440445.1	554088	554187	100	N
349	NW_004440445.1	565127	565226	100	N
349	NW_004440445.1	573395	573494	100	N
349	NW_004440445.1	577299	577398	100	N
349	NW_004440445.1	638704	638803	100	N
349	NW_004440445.1	700500	700599	100	N
349	NW_004440445.1	718493	718592	100	N
349	NW_004440445.1	720530	720629	100	N
349	NW_004440445.1	736417	736516	100	N
350	NW_004440443.1	6499	6598	100	N
350	NW_004440443.1	7788	7887	100	N
350	NW_004440443.1	13306	13405	100	N
350	NW_004440443.1	14798	14897	100	N
350	NW_004440443.1	16175	16274	100	N
350	NW_004440443.1	25366	25465	100	N
350	NW_004440443.1	27971	28070	100	N
350	NW_004440443.1	34237	34336	100	N
350	NW_004440443.1	36187	36286	100	N
350	NW_004440443.1	56185	56284	100	N
350	NW_004440443.1	63136	63235	100	N
351	NW_004443665.1	2334	2433	100	N
354	NW_004440440.1	3454	3553	100	N
354	NW_004440440.1	5640	5739	100	N
354	NW_004440440.1	12280	12379	100	N
354	NW_004440440.1	14334	14433	100	N
354	NW_004440440.1	29301	29400	100	N
354	NW_004440440.1	65046	65145	100	N
354	NW_004440440.1	83879	83978	100	N
354	NW_004440440.1	148890	148989	100	N
354	NW_004440440.1	201650	201749	100	N
354	NW_004440440.1	216716	216815	100	N
354	NW_004440440.1	219779	219878	100	N
354	NW_004440440.1	232546	232645	100	N
354	NW_004440440.1	239165	239264	100	N
354	NW_004440440.1	258454	258553	100	N
354	NW_004440440.1	260630	260729	100	N
354	NW_004440440.1	261852	261951	100	N
354	NW_004440440.1	281235	281334	100	N
354	NW_004440440.1	307555	307654	100	N
354	NW_004440440.1	308832	308931	100	N
354	NW_004440440.1	313355	313454	100	N
354	NW_004440440.1	323139	323238	100	N
354	NW_004440440.1	325016	325115	100	N
354	NW_004440440.1	338557	338656	100	N
356	NW_004440438.1	2131	2230	100	N
356	NW_004440438.1	7153	7252	100	N
356	NW_004440438.1	8333	8432	100	N
356	NW_004440438.1	13925	14024	100	N
356	NW_004440438.1	21580	21679	100	N
356	NW_004440438.1	32856	32955	100	N
356	NW_004440438.1	42006	42105	100	N
356	NW_004440438.1	55462	55561	100	N
356	NW_004440438.1	59533	59632	100	N
356	NW_004440438.1	66460	66559	100	N
356	NW_004440438.1	69606	69705	100	N
356	NW_004440438.1	71852	71951	100	N
356	NW_004440438.1	89672	89771	100	N
357	NW_004440436.1	10767	10866	100	N
357	NW_004440436.1	39708	39807	100	N
357	NW_004440436.1	45150	45249	100	N
357	NW_004440436.1	58109	58208	100	N
357	NW_004440436.1	61288	61387	100	N
357	NW_004440436.1	69997	70096	100	N
357	NW_004440436.1	71606	71705	100	N
357	NW_004440436.1	74490	74589	100	N
358	NW_004440432.1	1324	1423	100	N
358	NW_004440432.1	3871	3970	100	N
358	NW_004440432.1	111888	111987	100	N
358	NW_004440432.1	188036	188135	100	N
358	NW_004440432.1	192081	192180	100	N
358	NW_004440432.1	193838	193937	100	N
358	NW_004440432.1	199725	199824	100	N
358	NW_004440432.1	223673	223772	100	N
358	NW_004440432.1	228837	228936	100	N
358	NW_004440432.1	230517	230616	100	N
358	NW_004440432.1	249078	249177	100	N
358	NW_004440432.1	251717	251816	100	N
358	NW_004440432.1	255753	255852	100	N
358	NW_004440432.1	265205	265304	100	N
358	NW_004440432.1	266534	266633	100	N
358	NW_004440432.1	287940	288039	100	N
358	NW_004440432.1	294955	295054	100	N
358	NW_004440432.1	304673	304772	100	N
358	NW_004440432.1	307635	307734	100	N
358	NW_004440432.1	309784	309883	100	N
358	NW_004440432.1	319111	319210	100	N
358	NW_004440432.1	338082	338181	100	N
358	NW_004440432.1	351168	351267	100	N
358	NW_004440432.1	362055	362154	100	N
358	NW_004440432.1	364143	364242	100	N
358	NW_004440432.1	365912	366011	100	N
358	NW_004440432.1	368152	368251	100	N
358	NW_004440432.1	381799	381898	100	N
358	NW_004440432.1	384601	384700	100	N
358	NW_004440432.1	402720	402819	100	N
358	NW_004440432.1	404752	404851	100	N
358	NW_004440432.1	410062	410161	100	N
358	NW_004440432.1	412900	412999	100	N
358	NW_004440432.1	423321	423420	100	N
358	NW_004440432.1	425066	425165	100	N
358	NW_004440432.1	428686	428785	100	N
358	NW_004440432.1	432614	432713	100	N
358	NW_004440432.1	439370	439469	100	N
358	NW_004440432.1	442234	442333	100	N
358	NW_004440432.1	447214	447313	100	N
358	NW_004440432.1	450425	450524	100	N
359	NW_004440426.1	2443	2542	100	N
359	NW_004440426.1	4130	4229	100	N
359	NW_004440426.1	9279	9378	100	N
359	NW_004440426.1	22653	22752	100	N
359	NW_004440426.1	30873	30972	100	N
359	NW_004440426.1	32365	32464	100	N
359	NW_004440426.1	52963	53062	100	N
359	NW_004440426.1	63905	64004	100	N
359	NW_004440426.1	66541	66640	100	N
359	NW_004440426.1	74355	74454	100	N
359	NW_004440426.1	77497	77596	100	N
359	NW_004440426.1	99058	99157	100	N
359	NW_004440426.1	143465	143564	100	N
359	NW_004440426.1	167877	167976	100	N
359	NW_004440426.1	172197	172296	100	N
359	NW_004440426.1	176907	177006	100	N
359	NW_004440426.1	179763	179862	100	N
359	NW_004440426.1	197512	197611	100	N
359	NW_004440426.1	205564	205663	100	N
359	NW_004440426.1	207959	208058	100	N
359	NW_004440426.1	224294	224393	100	N
359	NW_004440426.1	227658	227757	100	N
359	NW_004440426.1	230801	230900	100	N
359	NW_004440426.1	236997	237096	100	N
359	NW_004440426.1	237458	237557	100	N
359	NW_004440426.1	288622	288721	100	N
359	NW_004440426.1	346394	346493	100	N
359	NW_004440426.1	357094	357193	100	N
359	NW_004440426.1	362809	362908	100	N
359	NW_004440426.1	374390	374489	100	N
359	NW_004440426.1	405473	405572	100	N
359	NW_004440426.1	407295	407394	100	N
359	NW_004440426.1	413466	413565	100	N
359	NW_004440426.1	415628	415727	100	N
359	NW_004440426.1	439485	439584	100	N
359	NW_004440426.1	501552	501651	100	N
359	NW_004440426.1	517887	517986	100	N
359	NW_004440426.1	541746	541845	100	N
359	NW_004440426.1	594950	595049	100	N
359	NW_004440426.1	596501	596600	100	N
359	NW_004440426.1	603146	603245	100	N
359	NW_004440426.1	614439	614538	100	N
359	NW_004440426.1	626912	627011	100	N
359	NW_004440426.1	637058	637157	100	N
359	NW_004440426.1	646778	646877	100	N
359	NW_004440426.1	652277	652376	100	N
359	NW_004440426.1	658338	658437	100	N
359	NW_004440426.1	664175	664274	100	N
359	NW_004440426.1	665646	665745	100	N
359	NW_004440426.1	678435	678534	100	N
359	NW_004440426.1	690758	690857	100	N
359	NW_004440426.1	717289	717388	100	N
359	NW_004440426.1	723759	723858	100	N
359	NW_004440426.1	727000	727099	100	N
