record_index	seqid	official_length	official_acgt_length	local_acgt_start_0based	local_acgt_end_0based_exclusive
559	NW_004440269.1	203459	200059	21325964	21526023
560	NW_004440267.1	3866	3766	21526023	21529789
561	NW_004440385.1	1063	1063	21529789	21530852
562	NW_004440265.1	64980	64180	21530852	21595032
563	NW_004440384.1	2330	2330	21595032	21597362
564	NW_004440263.1	350715	348615	21597362	21945977
565	NW_004440261.1	37112	36212	21945977	21982189
566	NW_004440382.1	1439	1439	21982189	21983628
567	NW_004440381.1	1207	1207	21983628	21984835
568	NW_004440259.1	83048	81748	21984835	22066583
569	NW_004440257.1	1412	1412	22066583	22067995
570	NW_004440379.1	1034	1034	22067995	22069029
571	NW_004440377.1	1576	1576	22069029	22070605
572	NW_004440255.1	168697	166397	22070605	22237002
573	NW_004440375.1	1183	1183	22237002	22238185
574	NW_004440374.1	1285	1285	22238185	22239470
575	NW_004440253.1	12720	12420	22239470	22251890
576	NW_004440250.1	56690	55990	22251890	22307880
577	NW_004440248.1	136620	135720	22307880	22443600
578	NW_004440247.1	2256	2256	22443600	22445856
579	NW_004440245.1	1018	1018	22445856	22446874
580	NW_004440372.1	1692	1692	22446874	22448566
581	NW_004440243.1	181376	178776	22448566	22627342
582	NW_004440240.1	140486	137886	22627342	22765228
583	NW_004440238.1	6494	6294	22765228	22771522
584	NW_004440236.1	18239	17939	22771522	22789461
585	NW_004440370.1	1950	1950	22789461	22791411
586	NW_004440368.1	6304	6104	22791411	22797515
587	NW_004440366.1	1004	1004	22797515	22798519
588	NW_004440234.1	1152	1152	22798519	22799671
589	NW_004440364.1	8599	8399	22799671	22808070
590	NW_004440362.1	1843	1843	22808070	22809913
591	NW_004440233.1	50143	49343	22809913	22859256
592	NW_004440231.1	37742	36942	22859256	22896198
593	NW_004440230.1	57051	56451	22896198	22952649
594	NW_004440360.1	1211	1211	22952649	22953860
595	NW_004440358.1	1772	1772	22953860	22955632
596	NW_004440228.1	47587	46387	22955632	23002019
597	NW_004440225.1	2551	2451	23002019	23004470
598	NW_004440357.1	1319	1319	23004470	23005789
599	NW_004440223.1	1183	1183	23005789	23006972
600	NW_004440222.1	1464	1464	23006972	23008436
601	NW_004440355.1	10431	10131	23008436	23018567
602	NW_004440353.1	1173	1173	23018567	23019740
603	NW_004440220.1	15811	15111	23019740	23034851
604	NW_004440351.1	1054	1054	23034851	23035905
605	NW_004440349.1	1279	1279	23035905	23037184
606	NW_004440217.1	1415	1415	23037184	23038599
607	NW_004440348.1	1041	1041	23038599	23039640
608	NW_004440215.1	71615	70615	23039640	23110255
609	NW_004440346.1	1385	1385	23110255	23111640
610	NW_004440344.1	1053	1053	23111640	23112693
611	NW_004440341.1	1055	1055	23112693	23113748
612	NW_004440213.1	9621	9321	23113748	23123069
613	NW_004440211.1	1248	1248	23123069	23124317
614	NW_004440209.1	60771	59871	23124317	23184188
615	NW_004440207.1	33013	32613	23184188	23216801
616	NW_004440340.1	1093	1093	23216801	23217894
617	NW_004440206.1	68698	67798	23217894	23285692
618	NW_004440338.1	1532	1532	23285692	23287224
619	NW_004440203.1	15030	14730	23287224	23301954
620	NW_004440336.1	1376	1376	23301954	23303330
621	NW_004440334.1	18294	17994	23303330	23321324
622	NW_004440201.1	3335	3235	23321324	23324559
623	NW_004440332.1	1955	1955	23324559	23326514
624	NW_004440330.1	9908	9808	23326514	23336322
625	NW_004440199.1	159627	158627	23336322	23494949
626	NW_004440197.1	4748	4648	23494949	23499597
627	NW_004440328.1	1478	1478	23499597	23501075
628	NW_004440326.1	3516	3416	23501075	23504491
629	NW_004440195.1	12422	12222	23504491	23516713
630	NW_004440193.1	124492	123292	23516713	23640005
631	NW_004440189.1	939559	933959	23640005	24573964
632	NW_004440187.1	28845	28345	24573964	24602309
633	NW_004440324.1	2807	2707	24602309	24605016
634	NW_004440186.1	1603	1603	24605016	24606619
635	NW_004440322.1	1050	1050	24606619	24607669
636	NW_004440320.1	1335	1335	24607669	24609004
637	NW_004440318.1	1029	1029	24609004	24610033
638	NW_004440184.1	2182	2182	24610033	24612215
639	NW_004440316.1	1155	1155	24612215	24613370
640	NW_004440314.1	1595	1595	24613370	24614965
641	NW_004440312.1	1100	1100	24614965	24616065
642	NW_004440310.1	1097	1097	24616065	24617162
643	NW_004440308.1	1356	1356	24617162	24618518
644	NW_004440306.1	2634	2534	24618518	24621052
645	NW_004440303.1	1016	1016	24621052	24622068
646	NW_004440182.1	1763	1763	24622068	24623831
647	NW_004440180.1	346353	344353	24623831	24968184
648	NW_004440178.1	16842	16542	24968184	24984726
649	NW_004440176.1	10446	10146	24984726	24994872
650	NW_004440301.1	1751	1751	24994872	24996623
651	NW_004440299.1	1110	1110	24996623	24997733
652	NW_004440173.1	1454	1454	24997733	24999187
653	NW_004440297.1	1493	1493	24999187	25000680
654	NW_004440295.1	1736	1736	25000680	25002416
655	NW_004440293.1	1060	1060	25002416	25003476
656	NW_004440172.1	16866	16266	25003476	25019742
657	NW_004440292.1	1652	1652	25019742	25021394
658	NW_004440169.1	402968	402068	25021394	25423462
659	NW_004440168.1	1119	1119	25423462	25424581
660	NW_004440290.1	1032	1032	25424581	25425613
661	NW_004440288.1	8555	8455	25425613	25434068
662	NW_004440165.1	1377	1377	25434068	25435445
663	NW_004440163.1	164753	164253	25435445	25599698
664	NW_004440287.1	1101	1101	25599698	25600799
665	NW_004440161.1	40180	39580	25600799	25640379
666	NW_004440160.1	2830	2830	25640379	25643209
667	NW_004440157.1	1203	1203	25643209	25644412
668	NW_004440285.1	1285	1285	25644412	25645697
669	NW_004440282.1	1485	1485	25645697	25647182
670	NW_004440155.1	5851	5851	25647182	25653033
671	NW_004440281.1	1279	1279	25653033	25654312
672	NW_004440153.1	20352	19952	25654312	25674264
673	NW_004440151.1	1322	1322	25674264	25675586
674	NW_004440279.1	5629	5629	25675586	25681215
675	NW_004440276.1	15316	15016	25681215	25696231
676	NW_004440150.1	29221	28821	25696231	25725052
677	NW_004440275.1	1024	1024	25725052	25726076
678	NW_004440272.1	1404	1404	25726076	25727480
679	NW_004440270.1	1649	1649	25727480	25729129
680	NW_004440268.1	1037	1037	25729129	25730166
681	NW_004440266.1	1031	1031	25730166	25731197
682	NW_004440264.1	1012	1012	25731197	25732209
683	NW_004440262.1	5181	5081	25732209	25737290
684	NW_004440260.1	1420	1420	25737290	25738710
685	NW_004440258.1	1088	1088	25738710	25739798
686	NW_004440256.1	1693	1693	25739798	25741491
687	NW_004440254.1	1012	1012	25741491	25742503
688	NW_004440252.1	4064	3964	25742503	25746467
689	NW_004440251.1	1201	1201	25746467	25747668
690	NW_004440148.1	1232	1232	25747668	25748900
691	NW_004440249.1	2599	2599	25748900	25751499
692	NW_004440146.1	158433	156433	25751499	25907932
693	NW_004440144.1	33345	32945	25907932	25940877
694	NW_004440246.1	1235	1235	25940877	25942112
695	NW_004440244.1	1433	1433	25942112	25943545
696	NW_004440242.1	1132	1132	25943545	25944677
697	NW_004440241.1	1616	1616	25944677	25946293
698	NW_004440239.1	4644	4544	25946293	25950837
699	NW_004440237.1	1249	1249	25950837	25952086
700	NW_004440141.1	25440	25340	25952086	25977426
701	NW_004440140.1	27021	26621	25977426	26004047
702	NW_004440138.1	18407	17807	26004047	26021854
703	NW_004440235.1	1216	1216	26021854	26023070
704	NW_004440232.1	3007	3007	26023070	26026077
705	NW_004440135.1	45148	44148	26026077	26070225
706	NW_004440229.1	6981	6881	26070225	26077106
707	NW_004440227.1	3894	3794	26077106	26080900
708	NW_004440226.1	1008	1008	26080900	26081908
709	NW_004440134.1	1316	1316	26081908	26083224
710	NW_004440132.1	1110	1110	26083224	26084334
711	NW_004440224.1	1832	1832	26084334	26086166
712	NW_004440130.1	1117	1117	26086166	26087283
713	NW_004440221.1	1315	1315	26087283	26088598
714	NW_004440128.1	1713	1713	26088598	26090311
715	NW_004440125.1	47020	46420	26090311	26136731
716	NW_004440219.1	1487	1487	26136731	26138218
717	NW_004440124.1	1461	1461	26138218	26139679
718	NW_004440121.1	220427	219227	26139679	26358906
719	NW_004440218.1	1179	1179	26358906	26360085
720	NW_004440119.1	2693	2593	26360085	26362678
721	NW_004440118.1	1337	1337	26362678	26364015
722	NW_004440117.1	1091	1091	26364015	26365106
723	NW_004440216.1	1269	1269	26365106	26366375
724	NW_004440214.1	1112	1112	26366375	26367487
725	NW_004440212.1	1103	1103	26367487	26368590
726	NW_004440210.1	1042	1042	26368590	26369632
727	NW_004440116.1	58107	57507	26369632	26427139
728	NW_004440208.1	1270	1270	26427139	26428409
729	NW_004440115.1	34272	34072	26428409	26462481
730	NW_004440205.1	1055	1055	26462481	26463536
731	NW_004440204.1	1022	1022	26463536	26464558
732	NW_004440114.1	6336	6336	26464558	26470894
733	NW_004440202.1	1249	1249	26470894	26472143
734	NW_004440200.1	1534	1534	26472143	26473677
735	NW_004440113.1	895562	893162	26473677	27366839
736	NW_004440198.1	1149	1149	27366839	27367988
737	NW_004440112.1	174955	174155	27367988	27542143
738	NW_004440196.1	1046	1046	27542143	27543189
739	NW_004440111.1	170983	169483	27543189	27712672
740	NW_004440110.1	29416	28716	27712672	27741388
741	NW_004440194.1	1816	1816	27741388	27743204
742	NW_004440192.1	1190	1190	27743204	27744394
743	NW_004440109.1	1114	1114	27744394	27745508
744	NW_004440108.1	1251	1251	27745508	27746759
745	NW_004440191.1	1356	1356	27746759	27748115
746	NW_004440190.1	1010	1010	27748115	27749125
747	NW_004440107.1	49405	48805	27749125	27797930
748	NW_004440188.1	1954	1954	27797930	27799884
749	NW_004440185.1	3447	3347	27799884	27803231
750	NW_004440106.1	40504	39504	27803231	27842735
751	NW_004440183.1	1008	1008	27842735	27843743
752	NW_004440181.1	1439	1439	27843743	27845182
753	NW_004440179.1	1140	1140	27845182	27846322
754	NW_004440177.1	1353	1353	27846322	27847675
755	NW_004440105.1	1051	1051	27847675	27848726
756	NW_004440104.1	18576	18176	27848726	27866902
757	NW_004440103.1	95434	94034	27866902	27960936
758	NW_004440102.1	1448	1448	27960936	27962384
759	NW_004440175.1	1241	1241	27962384	27963625
760	NW_004440174.1	1586	1586	27963625	27965211
761	NW_004440101.1	1047	1047	27965211	27966258
762	NW_004440171.1	1130	1130	27966258	27967388
763	NW_004440170.1	1103	1103	27967388	27968491
764	NW_004440167.1	11222	10922	27968491	27979413
765	NW_004440100.1	281797	276697	27979413	28256110
766	NW_004440099.1	9153	8753	28256110	28264863
767	NW_004440098.1	11600	11400	28264863	28276263
768	NW_004440097.1	46651	45651	28276263	28321914
769	NW_004440166.1	1914	1914	28321914	28323828
770	NW_004440164.1	1147	1147	28323828	28324975
771	NW_004440096.1	1087	1087	28324975	28326062
772	NW_004440162.1	1100	1100	28326062	28327162
773	NW_004440159.1	1209	1209	28327162	28328371
774	NW_004440158.1	1278	1278	28328371	28329649
775	NW_004440156.1	1721	1721	28329649	28331370
776	NW_004440154.1	1103	1103	28331370	28332473
777	NW_004440095.1	241385	240585	28332473	28573058
778	NW_004440152.1	1968	1968	28573058	28575026
779	NW_004440094.1	1236	1236	28575026	28576262
780	NW_004440149.1	1062	1062	28576262	28577324
781	NW_004440093.1	10362	10062	28577324	28587386
782	NW_004440092.1	17960	17560	28587386	28604946
783	NW_004440147.1	1001	1001	28604946	28605947
784	NW_004440091.1	51496	50596	28605947	28656543
785	NW_004440145.1	6585	6485	28656543	28663028
786	NW_004440143.1	1820	1820	28663028	28664848
787	NW_004440142.1	1153	1153	28664848	28666001
788	NW_004440139.1	1449	1449	28666001	28667450
789	NW_004440090.1	1792	1792	28667450	28669242
790	NW_004440089.1	2338	2338	28669242	28671580
791	NW_004440137.1	1225	1225	28671580	28672805
792	NW_004440136.1	1199	1199	28672805	28674004
793	NW_004440088.1	3296	3196	28674004	28677200
794	NW_004440087.1	6134	5934	28677200	28683134
795	NW_004440133.1	1137	1137	28683134	28684271
796	NW_004440131.1	2006	2006	28684271	28686277
797	NW_004440129.1	1091	1091	28686277	28687368
798	NW_004440086.1	66692	66092	28687368	28753460
799	NW_004440127.1	1587	1587	28753460	28755047
800	NW_004440126.1	1186	1186	28755047	28756233
801	NW_004440123.1	1628	1628	28756233	28757861
802	NW_004440122.1	1042	1042	28757861	28758903
803	NW_004440085.1	1559	1559	28758903	28760462
804	NW_004440120.1	1815	1815	28760462	28762277
805	NW_004440084.1	69467	68067	28762277	28830344
806	NW_004440083.1	1068	1068	28830344	28831412
807	NW_004440082.1	48798	48198	28831412	28879610
808	NW_004191929.1	1806	1806	28879610	28881416
809	NW_004191928.1	1264	1264	28881416	28882680
810	NW_004191927.1	22437	22137	28882680	28904817
811	NW_004191926.1	168081	164881	28904817	29069698
812	NW_004191925.1	1368	1368	29069698	29071066
813	NW_004191924.1	90801	90401	29071066	29161467
814	NW_004191923.1	1726	1726	29161467	29163193
815	NW_004191922.1	19836	19536	29163193	29182729
816	NW_004191921.1	12677	12377	29182729	29195106
817	NW_004191920.1	2615	2515	29195106	29197621
818	NW_004191919.1	43769	43469	29197621	29241090
819	NW_004191918.1	1236	1236	29241090	29242326
820	NW_004191917.1	43082	42482	29242326	29284808
821	NW_004191916.1	137439	137039	29284808	29421847
822	NW_004191915.1	43899	43199	29421847	29465046
823	NW_004191914.1	1157	1157	29465046	29466203
824	NW_004191913.1	1331	1331	29466203	29467534
825	NW_004191912.1	1780	1780	29467534	29469314
826	NW_004191911.1	3531	3531	29469314	29472845
827	NW_004191910.1	1100	1100	29472845	29473945
828	NW_004191909.1	2396	2396	29473945	29476341
829	NW_004191908.1	1129	1129	29476341	29477470
830	NW_004191907.1	1407	1407	29477470	29478877
831	NW_004191906.1	1102	1102	29478877	29479979
832	NW_004191905.1	1057	1057	29479979	29481036
833	NW_004191904.1	1149	1149	29481036	29482185
834	NW_004191903.1	1925	1925	29482185	29484110
835	NW_004191902.1	243235	241835	29484110	29725945
836	NW_004191901.1	1904	1904	29725945	29727849
837	NW_004191900.1	1239	1239	29727849	29729088
838	NW_004191899.1	14384	13884	29729088	29742972
839	NW_004191898.1	1015	1015	29742972	29743987
840	NW_004191897.1	1140	1140	29743987	29745127
841	NW_004191896.1	1542	1542	29745127	29746669
842	NW_004191895.1	46218	46018	29746669	29792687
843	NW_004191894.1	1019	1019	29792687	29793706
844	NW_004191893.1	273890	269990	29793706	30063696
845	NW_004191892.1	1086	1086	30063696	30064782
846	NW_004191891.1	1362	1362	30064782	30066144
847	NW_004191890.1	1244	1244	30066144	30067388
848	NW_004191889.1	1218	1218	30067388	30068606
849	NW_004191888.1	1075	1075	30068606	30069681
850	NW_004191887.1	1948	1948	30069681	30071629
851	NW_004191886.1	1053	1053	30071629	30072682
852	NW_004191885.1	45729	45429	30072682	30118111
853	NW_004191884.1	1477	1477	30118111	30119588
854	NW_004191883.1	10905	10805	30119588	30130393
855	NW_004191882.1	1010	1010	30130393	30131403
856	NW_004191881.1	1172	1172	30131403	30132575
857	NW_004191880.1	1053	1053	30132575	30133628
858	NW_004191879.1	1319	1319	30133628	30134947
859	NW_004191878.1	33354	32854	30134947	30167801
860	NW_004191877.1	1639	1639	30167801	30169440
861	NW_004191876.1	231671	230271	30169440	30399711
862	NW_004191875.1	20862	20362	30399711	30420073
863	NW_004191874.1	1204	1204	30420073	30421277
864	NW_004191873.1	1253	1253	30421277	30422530
865	NW_004191872.1	5753	5553	30422530	30428083
866	NW_004191871.1	1047	1047	30428083	30429130
867	NW_004191870.1	1277	1277	30429130	30430407
868	NW_004191869.1	100454	99054	30430407	30529461
869	NW_004191868.1	1168	1168	30529461	30530629
870	NW_004191867.1	1351	1351	30530629	30531980
871	NW_004191866.1	15793	15293	30531980	30547273
872	NW_004191865.1	1012	1012	30547273	30548285
873	NW_004191864.1	1645	1645	30548285	30549930
874	NW_004191863.1	7077	6977	30549930	30556907
875	NW_004191862.1	1054	1054	30556907	30557961
876	NW_004191861.1	13506	13006	30557961	30570967
877	NW_004191860.1	42021	41421	30570967	30612388
878	NW_004191859.1	1031	1031	30612388	30613419
879	NW_004191858.1	3247	3147	30613419	30616566
880	NW_004191857.1	313108	308508	30616566	30925074
881	NW_004191856.1	1382	1382	30925074	30926456
882	NW_004191855.1	1147	1147	30926456	30927603
883	NW_004191854.1	15624	15324	30927603	30942927
884	NW_004191853.1	2193	2193	30942927	30945120
885	NW_004191852.1	1280	1280	30945120	30946400
886	NW_004191851.1	1224	1224	30946400	30947624
887	NW_004191850.1	1265	1265	30947624	30948889
888	NW_004191849.1	15308	15108	30948889	30963997
889	NW_004191848.1	45157	44457	30963997	31008454
890	NW_004191847.1	556555	554555	31008454	31563009
891	NW_004191846.1	41033	40433	31563009	31603442
892	NW_004191845.1	47902	46702	31603442	31650144
893	NW_004191844.1	11534	11434	31650144	31661578
894	NW_004191843.1	1531	1531	31661578	31663109
895	NW_004191842.1	182968	180068	31663109	31843177
896	NW_004191841.1	1513	1513	31843177	31844690
897	NW_004191840.1	43356	43156	31844690	31887846
898	NW_004191839.1	8292	7992	31887846	31895838
899	NW_004191838.1	6129	6129	31895838	31901967
900	NW_004191837.1	1005	1005	31901967	31902972
901	NW_004191836.1	1003	1003	31902972	31903975
902	NW_004191835.1	284080	281680	31903975	32185655
903	NW_004191834.1	54113	53513	32185655	32239168
904	NW_004191833.1	14008	13808	32239168	32252976
905	NW_004191832.1	531262	530762	32252976	32783738
906	NW_004191831.1	1331	1331	32783738	32785069
907	NW_004191830.1	7164	6864	32785069	32791933
908	NW_004191829.1	105285	104085	32791933	32896018
909	NW_004191828.1	8734	8634	32896018	32904652
910	NW_004191827.1	1122	1122	32904652	32905774
911	NW_004191826.1	1323	1323	32905774	32907097
912	NW_004191825.1	3441	3341	32907097	32910438
913	NW_004191824.1	1136	1136	32910438	32911574
914	NW_004191823.1	1418	1418	32911574	32912992
915	NW_004191822.1	1280	1280	32912992	32914272
916	NW_004191821.1	1177	1177	32914272	32915449
917	NW_004191820.1	75161	73061	32915449	32988510
918	NW_004191819.1	1098	1098	32988510	32989608
919	NW_004191818.1	1386	1386	32989608	32990994
920	NW_004191817.1	1284	1284	32990994	32992278
921	NW_004191816.1	151684	150184	32992278	33142462
922	NW_004191815.1	1184	1184	33142462	33143646
923	NW_004191814.1	326044	323844	33143646	33467490
924	NW_004191813.1	1064	1064	33467490	33468554
925	NW_004191812.1	1325	1325	33468554	33469879
926	NW_004191811.1	113549	112149	33469879	33582028
927	NW_004191810.1	1108	1108	33582028	33583136
928	NW_004191809.1	1093	1093	33583136	33584229
929	NW_004191808.1	1484	1484	33584229	33585713
930	NW_004191807.1	2314	2314	33585713	33588027
931	NW_004191806.1	92073	90573	33588027	33678600
932	NW_004191805.1	1092	1092	33678600	33679692
933	NW_004191804.1	1279	1279	33679692	33680971
934	NW_004191803.1	12832	12732	33680971	33693703
935	NW_004191802.1	30966	29866	33693703	33723569
936	NW_004191801.1	1381	1381	33723569	33724950
937	NW_004191800.1	1852	1852	33724950	33726802
938	NW_004191799.1	19047	19047	33726802	33745849
939	NW_004191798.1	1102	1102	33745849	33746951
940	NW_004191797.1	1274	1274	33746951	33748225
941	NW_004191796.1	2070	2070	33748225	33750295
942	NW_004191795.1	1038	1038	33750295	33751333
943	NW_004191794.1	1641	1641	33751333	33752974
944	NW_004191793.1	1078	1078	33752974	33754052
945	NW_004191792.1	1066	1066	33754052	33755118
946	NW_004191791.1	157830	155830	33755118	33910948
947	NW_004191790.1	3198	3098	33910948	33914046
948	NW_004191789.1	1306	1306	33914046	33915352
949	NW_004191788.1	1304	1304	33915352	33916656
950	NW_004191787.1	1566	1566	33916656	33918222
951	NW_004191786.1	1515	1515	33918222	33919737
952	NW_004191785.1	1553	1553	33919737	33921290
953	NW_004191784.1	22699	22199	33921290	33943489
954	NW_004191783.1	1241	1241	33943489	33944730
955	NW_004191782.1	1049	1049	33944730	33945779
956	NW_004191781.1	1348	1348	33945779	33947127
957	NW_004191780.1	2417	2417	33947127	33949544
958	NW_004191779.1	1086	1086	33949544	33950630
959	NW_004191778.1	1148	1148	33950630	33951778
960	NW_004191777.1	1027339	1022739	33951778	34974517
961	NW_004191776.1	1450	1450	34974517	34975967
962	NW_004191775.1	1414	1414	34975967	34977381
963	NW_004191774.1	57444	56644	34977381	35034025
964	NW_004191773.1	1158	1158	35034025	35035183
965	NW_004191772.1	1217	1217	35035183	35036400
966	NW_004191771.1	1103	1103	35036400	35037503
967	NW_004191770.1	83007	82107	35037503	35119610
968	NW_004191769.1	1012	1012	35119610	35120622
969	NW_004191768.1	1516	1516	35120622	35122138
970	NW_004191767.1	1339	1339	35122138	35123477
971	NW_004191766.1	2268	2268	35123477	35125745
972	NW_004191765.1	2154	2154	35125745	35127899
973	NW_004191764.1	1099	1099	35127899	35128998
974	NW_004191763.1	1134	1134	35128998	35130132
975	NW_004191762.1	1334	1334	35130132	35131466
976	NW_004191761.1	47344	46944	35131466	35178410
977	NW_004191760.1	1452	1452	35178410	35179862
978	NW_004191759.1	1026	1026	35179862	35180888
979	NW_004191758.1	43730	43130	35180888	35224018
980	NW_004191757.1	1284	1284	35224018	35225302
981	NW_004191756.1	253558	252958	35225302	35478260
982	NW_004191755.1	164004	162304	35478260	35640564
983	NW_004191754.1	1565	1565	35640564	35642129
984	NW_004191753.1	1097	1097	35642129	35643226
985	NW_004191752.1	38519	37719	35643226	35680945
986	NW_004191751.1	1166	1166	35680945	35682111
987	NW_004191750.1	774236	769236	35682111	36451347
988	NW_004191749.1	1821	1821	36451347	36453168
989	NW_004191748.1	31817	30917	36453168	36484085
990	NW_004191747.1	1157	1157	36484085	36485242
991	NW_004191746.1	1577	1577	36485242	36486819
992	NW_004191745.1	1734	1734	36486819	36488553
993	NW_004191744.1	1540	1540	36488553	36490093
994	NW_004191743.1	1119	1119	36490093	36491212
995	NW_004191742.1	6673	6673	36491212	36497885
996	NW_004191741.1	1172	1172	36497885	36499057
997	NW_004191740.1	65109	64109	36499057	36563166
998	NW_004191739.1	1317	1317	36563166	36564483
999	NW_004191738.1	1047	1047	36564483	36565530
1000	NW_004191737.1	1037	1037	36565530	36566567
1001	NW_004191736.1	6415	6215	36566567	36572782
1002	NW_004191735.1	43314	42714	36572782	36615496
1003	NW_004191734.1	1297	1297	36615496	36616793
1004	NW_004191733.1	1007	1007	36616793	36617800
1005	NW_004191732.1	177523	174823	36617800	36792623
1006	NW_004191731.1	1110	1110	36792623	36793733
1007	NW_004191730.1	12440	12040	36793733	36805773
1008	NW_004191729.1	1229	1229	36805773	36807002
1009	NW_004191728.1	8077	7877	36807002	36814879
1010	NW_004191727.1	1077	1077	36814879	36815956
1011	NW_004191726.1	1626	1626	36815956	36817582
1012	NW_004191725.1	1143	1143	36817582	36818725
1013	NW_004191724.1	8849	8749	36818725	36827474
1014	NW_004191723.1	76882	74682	36827474	36902156
1015	NW_004191722.1	291114	289814	36902156	37191970
1016	NW_004191721.1	6352	6152	37191970	37198122
1017	NW_004191720.1	162848	161248	37198122	37359370
1018	NW_004191719.1	1108	1108	37359370	37360478
1019	NW_004191718.1	1750	1750	37360478	37362228
1020	NW_004191717.1	72388	71588	37362228	37433816
1021	NW_004191716.1	1011	1011	37433816	37434827
1022	NW_004191715.1	1093	1093	37434827	37435920
1023	NW_004191714.1	3378	3278	37435920	37439198
1024	NW_004191713.1	21061	20561	37439198	37459759
1025	NW_004191712.1	21530	20630	37459759	37480389
1026	NW_004191711.1	2356	2356	37480389	37482745
1027	NW_004191710.1	1258	1258	37482745	37484003
1028	NW_004191709.1	1041	1041	37484003	37485044
1029	NW_004191708.1	1612	1612	37485044	37486656
1030	NW_004191707.1	1580	1580	37486656	37488236
1031	NW_004191706.1	1383	1383	37488236	37489619
1032	NW_004191705.1	1271	1271	37489619	37490890
1033	NW_004191704.1	1697	1697	37490890	37492587
1034	NW_004191703.1	7979	7779	37492587	37500366
1035	NW_004191702.1	101765	100365	37500366	37600731
1036	NW_004191701.1	1492	1492	37600731	37602223
1037	NW_004191700.1	1254	1254	37602223	37603477
1038	NW_004191699.1	18480	18180	37603477	37621657
1039	NW_004191698.1	2307	2307	37621657	37623964
1040	NW_004191697.1	1395	1395	37623964	37625359
1041	NW_004191696.1	1192	1192	37625359	37626551
1042	NW_004191695.1	117269	116369	37626551	37742920
1043	NW_004191694.1	1108	1108	37742920	37744028
1044	NW_004191693.1	116522	114222	37744028	37858250
1045	NW_004191692.1	19386	19086	37858250	37877336
1046	NW_004191691.1	1149	1149	37877336	37878485
1047	NW_004191690.1	4994	4994	37878485	37883479
1048	NW_004191689.1	1592	1592	37883479	37885071
1049	NW_004191688.1	111959	110459	37885071	37995530
1050	NW_004191687.1	17463	17163	37995530	38012693
1051	NW_004191686.1	1459	1459	38012693	38014152
1052	NW_004191685.1	1020	1020	38014152	38015172
1053	NW_004191684.1	29665	29265	38015172	38044437
1054	NW_004191683.1	3669	3569	38044437	38048006
1055	NW_004191682.1	15112	14812	38048006	38062818
1056	NW_004191681.1	1295	1295	38062818	38064113
1057	NW_004191680.1	1248	1248	38064113	38065361
1058	NW_004191679.1	1531	1531	38065361	38066892
1059	NW_004191678.1	1712	1712	38066892	38068604
1060	NW_004191677.1	16168	15668	38068604	38084272
1061	NW_004191676.1	174024	173024	38084272	38257296
1062	NW_004191675.1	1827	1827	38257296	38259123
1063	NW_004191674.1	17617	17217	38259123	38276340
1064	NW_004191673.1	1383	1383	38276340	38277723
1065	NW_004191672.1	1383	1383	38277723	38279106
1066	NW_004191671.1	1220	1220	38279106	38280326
1067	NW_004191670.1	1099	1099	38280326	38281425
1068	NW_004191669.1	58717	57717	38281425	38339142
1069	NW_004191668.1	17648	17448	38339142	38356590
1070	NW_004191667.1	1988	1988	38356590	38358578
1071	NW_004191666.1	1173	1173	38358578	38359751
1072	NW_004191665.1	64172	63272	38359751	38423023
1073	NW_004191664.1	80846	79846	38423023	38502869
1074	NW_004191663.1	16635	16235	38502869	38519104
1075	NW_004191662.1	1436	1436	38519104	38520540
1076	NW_004191661.1	1905	1905	38520540	38522445
1077	NW_004191660.1	1088	1088	38522445	38523533
1078	NW_004191659.1	12257	11757	38523533	38535290
1079	NW_004191658.1	7082	6982	38535290	38542272
1080	NW_004191657.1	9508	9308	38542272	38551580
1081	NW_004191656.1	78367	76867	38551580	38628447
1082	NW_004191655.1	26665	26365	38628447	38654812
1083	NW_004191654.1	68314	67814	38654812	38722626
1084	NW_004191653.1	1183	1183	38722626	38723809
1085	NW_004191652.1	1041	1041	38723809	38724850
1086	NW_004191651.1	1464	1464	38724850	38726314
1087	NW_004191650.1	1258	1258	38726314	38727572
1088	NW_004191649.1	1126	1126	38727572	38728698
1089	NW_004191648.1	1000	1000	38728698	38729698
1090	NW_004191647.1	2640	2640	38729698	38732338
1091	NW_004191646.1	159714	157214	38732338	38889552
1092	NW_004191645.1	3958	3958	38889552	38893510
1093	NW_004191644.1	34848	34648	38893510	38928158
1094	NW_004191643.1	1532	1532	38928158	38929690
1095	NW_004191642.1	1090	1090	38929690	38930780
1096	NW_004191641.1	1446	1446	38930780	38932226
1097	NW_004191640.1	2075	2075	38932226	38934301
1098	NW_004191639.1	6083	5883	38934301	38940184
1099	NW_004191638.1	1365	1365	38940184	38941549
1100	NW_004191637.1	1289	1289	38941549	38942838
1101	NW_004191636.1	144655	143555	38942838	39086393
1102	NW_004191635.1	1695	1695	39086393	39088088
1103	NW_004191634.1	98208	96808	39088088	39184896
1104	NW_004191633.1	1355	1355	39184896	39186251
1105	NW_004191632.1	1261	1261	39186251	39187512
1106	NW_004191631.1	1352	1352	39187512	39188864
1107	NW_004191630.1	1065	1065	39188864	39189929
1108	NW_004191629.1	1126	1126	39189929	39191055
1109	NW_004191628.1	1612	1612	39191055	39192667
1110	NW_004191627.1	1209	1209	39192667	39193876
1111	NW_004191626.1	1108	1108	39193876	39194984
