species,source_name,mode,fusion_policy,decodable,sample_bytes,sample_bases,core_base_count,tail_base_count,tail_side_info_bits,sample_symbols_with_eos,uses_eos,unit_size,unit_vocab_size,context_units,theoretical_bits,core_model_theoretical_bits,theoretical_bits_per_base,arithmetic_coded_bytes,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,emitted_arithmetic_symbol_count,arithmetic_encode_seconds,compression_process_seconds,compression_bytes_per_second,compression_bases_per_second,compression_symbols_per_second,fusion_model_choice_counts,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,model_megabyte1_theoretical_bits,model_megabyte1_theoretical_bits_per_core_base,model_megabyte1_model_forward_seconds,model_megabyte1_softmax_seconds,model_megabyte1_aggregate_seconds,model_megabyte1_data_transfer_seconds,model_dnagpt2_theoretical_bits,model_dnagpt2_theoretical_bits_per_core_base,model_dnagpt2_model_forward_seconds,model_dnagpt2_softmax_seconds,model_dnagpt2_aggregate_seconds,model_dnagpt2_data_transfer_seconds,split,geco2_level,geco2_binary,geco2_command,geco2_returncode,geco2_stdout_tail,geco2_stderr_tail
HoSa,HoSa,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,113432.0,,1.8905333333333334,14179,1.8905333333333334,geco2_paper_modes,1,60000,,5.077629968523979,11816.536528249902,11816.536528249902,11816.536528249902,,,,,,60000,15000,17118,16105,15924,,,,,,,,,,,,,val,12,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""12"", ""/tmp/geco2_baseline_p4q3_uxl/val_2_HoSa.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14179 (13.8 KB), 1.891 bpb, 1.877 bps w/ no header, Normalized Dissimilarity Rate: 0.945267
Spent 4.88247 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 1
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 3
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.850
  [+] Allowable substitutions ...... 0
Target model 4:
  [+] Context order ................ 9
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 5:
  [+] Context order ................ 11
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 6:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 7:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 20
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 3
  [+] Substitutions alpha den ...... 10
  [+] Substitutions gamma .......... 0.900
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_p4q3_uxl/val_2_HoSa.seq
"
DaRe,DaRe,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,64144.0,,1.0690666666666666,8018,1.0690666666666666,geco2_paper_modes,1,60000,,3.631391651928425,16522.591268319247,16522.591268319247,16522.591268319247,,,,,,60000,15000,10082,11576,8944,,,,,,,,,,,,,val,10,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_9q8zbhe7/val_3_DaRe.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 8018 (7.8 KB), 1.069 bpb, 1.056 bps w/ no header, Normalized Dissimilarity Rate: 0.534533
Spent 3.5329 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 1
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 3
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 4:
  [+] Context order ................ 9
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 5:
  [+] Context order ................ 11
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 6:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 7:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 8
  [+] Gamma ........................ 0.890
  [+] Allowable substitutions ...... 5
  [+] Substitutions alpha den ...... 10
  [+] Substitutions gamma .......... 0.900
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_9q8zbhe7/val_3_DaRe.seq
"
ScPo,ScPo,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,119448.0,,1.9908,14931,1.9908,geco2_paper_modes,1,60000,,2.954261116683483,20309.646855914107,20309.646855914107,20309.646855914107,,,,,,60000,15000,17884,16418,16756,,,,,,,,,,,,,val,8,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""8"", ""/tmp/geco2_baseline_to8i9n05/val_4_ScPo.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14931 (14.6 KB), 1.991 bpb, 1.981 bps w/ no header, Normalized Dissimilarity Rate: 0.9954
Spent 2.88415 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.800
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 1
  [+] Substitutions alpha den ...... 20
  [+] Substitutions gamma .......... 0.940
Target model 4:
  [+] Context order ................ 16
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 5
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 3
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_to8i9n05/val_4_ScPo.seq
"
EsCo,EsCo,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,117360.0,,1.956,14670,1.956,geco2_paper_modes,1,60000,,0.2069288268685341,289954.7680619635,289954.7680619635,289954.7680619635,,,,,,60000,15000,17640,16281,16536,,,,,,,,,,,,,val,6,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""6"", ""/tmp/geco2_baseline_wrtv_nvc/val_5_EsCo.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14670 (14.3 KB), 1.956 bpb, 1.949 bps w/ no header, Normalized Dissimilarity Rate: 0.978
Spent 0.205075 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.880
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.760
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 2
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_wrtv_nvc/val_5_EsCo.seq
"
YeMi,YeMi,geco2_paper_modes,,,14737,14737,,,,14737,False,,,,27528.0,,1.86795141480627,3441,1.86795141480627,geco2_paper_modes,1,14737,,0.06433094292879105,229081.05072099785,229081.05072099785,229081.05072099785,,,,,,14737,3685,4301,3989,4140,,,,,,,,,,,,,val,3,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""3"", ""/tmp/geco2_baseline_e0hrj2fr/val_6_YeMi.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:14737] ...
Done!                          
Total bytes: 3441 (3.4 KB), 1.868 bpb, 1.838 bps w/ no header, Normalized Dissimilarity Rate: 0.933976
Spent 0.062263 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 3
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.800
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.840
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 12
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.940
  [+] Allowable substitutions ...... 2
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_e0hrj2fr/val_6_YeMi.seq
"
BuEb,BuEb,geco2_paper_modes,,,3788,3788,,,,3788,False,,,,7808.0,,2.061246040126716,976,2.061246040126716,geco2_paper_modes,1,3788,,0.03270908445119858,115808.80552164749,115808.80552164749,115808.80552164749,,,,,,3788,947,1245,1104,1312,,,,,,,,,,,,,val,1,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""1"", ""/tmp/geco2_baseline_baay_lrc/val_7_BuEb.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:3788] ...
Done!                          
Total bytes: 976 (976 B), 2.061 bpb, 1.979 bps w/ no header, Normalized Dissimilarity Rate: 1.03062
Spent 0.030665 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 1
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.700
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 12
  [+] Alpha denominator ............ 20
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.970
  [+] Allowable substitutions ...... 0
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_baay_lrc/val_7_BuEb.seq
"
AgPh,AgPh,geco2_paper_modes,,,8794,8794,,,,8794,False,,,,17560.0,,1.996816010916534,2195,1.996816010916534,geco2_paper_modes,1,8794,,0.027571730315685272,318949.87725877995,318949.87725877995,318949.87725877995,,,,,,8794,2199,2737,2486,2688,,,,,,,,,,,,,val,2,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""2"", ""/tmp/geco2_baseline_ml0k2w8c/val_8_AgPh.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:8794] ...
Done!                          
Total bytes: 2195 (2.1 KB), 1.997 bpb, 1.951 bps w/ no header, Normalized Dissimilarity Rate: 0.998408
Spent 0.025773 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 2
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.780
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.780
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 11
  [+] Alpha denominator ............ 80
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.960
  [+] Allowable substitutions ...... 0
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_ml0k2w8c/val_8_AgPh.seq
"
GaGa,GaGa,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,117184.0,,1.9530666666666667,14648,1.9530666666666667,geco2_paper_modes,1,60000,,4.691655091941357,12788.663877500134,12788.663877500134,12788.663877500134,,,,,,60000,15000,17534,16325,16420,,,,,,,,,,,,,val,11,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""11"", ""/tmp/geco2_baseline_0ct5_pc9/val_9_GaGa.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14648 (14.3 KB), 1.953 bpb, 1.943 bps w/ no header, Normalized Dissimilarity Rate: 0.976533
Spent 4.53061 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.910
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 1
  [+] Substitutions alpha den ...... 20
  [+] Substitutions gamma .......... 0.940
Target model 4:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 15
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 3
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_0ct5_pc9/val_9_GaGa.seq
"
DrMe,DrMe,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,118560.0,,1.976,14820,1.976,geco2_paper_modes,1,60000,,4.673527218401432,12838.269083735613,12838.269083735613,12838.269083735613,,,,,,60000,15000,17705,16452,16524,,,,,,,,,,,,,val,10,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_wdfpp6tu/val_10_DrMe.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14820 (14.5 KB), 1.976 bpb, 1.963 bps w/ no header, Normalized Dissimilarity Rate: 0.988
Spent 4.57195 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 1
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 3
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 4:
  [+] Context order ................ 9
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 5:
  [+] Context order ................ 11
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 6:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 7:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 8
  [+] Gamma ........................ 0.890
  [+] Allowable substitutions ...... 5
  [+] Substitutions alpha den ...... 10
  [+] Substitutions gamma .......... 0.900
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_wdfpp6tu/val_10_DrMe.seq
"
EnIn,EnIn,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,117536.0,,1.9589333333333334,14692,1.9589333333333334,geco2_paper_modes,1,60000,,3.9763661548495293,15089.153680383459,15089.153680383459,15089.153680383459,,,,,,60000,15000,17543,16349,16496,,,,,,,,,,,,,val,9,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""9"", ""/tmp/geco2_baseline_d4k6cssy/val_11_EnIn.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14692 (14.3 KB), 1.959 bpb, 1.949 bps w/ no header, Normalized Dissimilarity Rate: 0.979467
Spent 3.87554 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.910
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 1
  [+] Substitutions alpha den ...... 20
  [+] Substitutions gamma .......... 0.940
Target model 4:
  [+] Context order ................ 17
  [+] Alpha denominator ............ 100
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 8
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 3
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_d4k6cssy/val_11_EnIn.seq
"
PlFa,PlFa,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,112632.0,,1.8772,14079,1.8772,geco2_paper_modes,1,60000,,2.9165604040026665,20572.17807581027,20572.17807581027,20572.17807581027,,,,,,60000,15000,16964,15950,15940,,,,,,,,,,,,,val,7,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""7"", ""/tmp/geco2_baseline_kplkzns0/val_12_PlFa.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14079 (13.7 KB), 1.877 bpb, 1.866 bps w/ no header, Normalized Dissimilarity Rate: 0.9386
Spent 2.84956 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.900
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.790
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 8
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.910
  [+] Allowable substitutions ...... 0
Target model 4:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 10
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.940
  [+] Allowable substitutions ...... 1
  [+] Substitutions alpha den ...... 20
  [+] Substitutions gamma .......... 0.940
Target model 5:
  [+] Context order ................ 16
  [+] Alpha denominator ............ 200
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 5
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 4
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_kplkzns0/val_12_PlFa.seq
"
HePy,HePy,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,112072.0,,1.8678666666666666,14009,1.8678666666666666,geco2_paper_modes,1,60000,,0.2943548336625099,203835.6199334321,203835.6199334321,203835.6199334321,,,,,,60000,15000,17069,16102,15984,,,,,,,,,,,,,val,4,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""4"", ""/tmp/geco2_baseline_4cofeyv_/val_13_HePy.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14009 (13.7 KB), 1.868 bpb, 1.86 bps w/ no header, Normalized Dissimilarity Rate: 0.933933
Spent 0.291986 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.800
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.840
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.940
  [+] Allowable substitutions ...... 2
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_4cofeyv_/val_13_HePy.seq
"
AeCa,AeCa,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,118016.0,,1.9669333333333334,14752,1.9669333333333334,geco2_paper_modes,1,60000,,0.20859680324792862,287636.2392221646,287636.2392221646,287636.2392221646,,,,,,60000,15000,17702,16309,16648,,,,,,,,,,,,,val,5,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_ytwdbjqg/val_14_AeCa.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14752 (14.4 KB), 1.967 bpb, 1.959 bps w/ no header, Normalized Dissimilarity Rate: 0.983467
Spent 0.206567 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.720
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 2
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_ytwdbjqg/val_14_AeCa.seq
"
HaHi,HaHi,geco2_paper_modes,,,60000,60000,,,,60000,False,,,,113664.0,,1.8944,14208,1.8944,geco2_paper_modes,1,60000,,0.2982133775949478,201198.2174773386,201198.2174773386,201198.2174773386,,,,,,60000,15000,17253,15947,16216,,,,,,,,,,,,,val,5,/usr/local/bin/GeCo2,"[""/usr/local/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_9yabct7h/val_15_HaHi.seq""]",0,"Analyzing data and creating models ...
Done!
Compressing target sequence 1 [bases:60000] ...
Done!                          
Total bytes: 14208 (13.9 KB), 1.894 bpb, 1.887 bps w/ no header, Normalized Dissimilarity Rate: 0.9472
Spent 0.296203 sec.
","Force mode ......................... yes
Target model 1:
  [+] Context order ................ 4
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. no (only regular)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.820
  [+] Allowable substitutions ...... 0
Target model 2:
  [+] Context order ................ 6
  [+] Alpha denominator ............ 1
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 0
  [+] Gamma ........................ 0.720
  [+] Allowable substitutions ...... 0
Target model 3:
  [+] Context order ................ 13
  [+] Alpha denominator ............ 50
  [+] Inverted repeats ............. mix (regular and inverted)
  [+] Cache-hash size .............. 1
  [+] Gamma ........................ 0.950
  [+] Allowable substitutions ...... 2
  [+] Substitutions alpha den ...... 15
  [+] Substitutions gamma .......... 0.950
Target files (1):
  [+] Filename 1  .................. /tmp/geco2_baseline_9yabct7h/val_15_HaHi.seq
"
